country	name	url	category	description	date_added	source	notes
Saudi Arabia	National Center for AI	https://sdaia.gov.sa/	Government	The driver of advancement in AI innovations, providing AI strategic advice to the government, and promoting AI education and awareness	2021-05-27		
Saudi Arabia	Quant Data & Analytics	https://www.quant.sa/	Industry	A tech start-up specializing in data science and providing data analysis and artificial intelligence services	2021-05-27		
Saudi Arabia	Lucidya	https://lucidya.com/	Industry	A social media analytics tool that allows businesses to monitor and analyze all tweets, posts and articles about their brands using AI, allowing better decision.	2021-05-27		
Saudi Arabia	Hazen.ai	http://hazen.ai/	Industry	A solution to detect dangerous driving behavior through video analysis & intelligent algorithms based on traffic cameras.	2021-05-27		
Saudi Arabia	Fihm.ai	http://www.fihm.ai/	Industry	An educational/consultancy platform for AI.	2021-05-27		
Syria	Syrian Researchers	https://www.syr-res.com/	Civil society	Berlin-based researchers network brings together Syrian expatriate academics.	2021-05-27		
Syria	University of Damascus	http://damascusuniversity.edu.sy/ite/index.php?lang=1&set=3&id=415	Education and research	Has a department of AI and Natural Language Processing research.	2021-05-27		
Syria	Arab International University	https://www.aiu.edu.sy/ar/College31/Page168/%D8%A7%D9%84%D8%AA%D8%AE%D8%B1%D8%AC-%D9%88%D8%A7%D9%84%D8%A7%D8%AE%D8%AA%D8%B5%D8%A7%D8%B5%D8%A7%D8%AA	Education and research	Offers an engineering degree specialising in AI.	2021-05-27		
Syria	Higher Institute of Applied Science and Technology	https://hiast.edu.sy/	Education and research	Conducts research in the field and offers postgraduate degrees in Data Science.	2021-05-27		
Syria	Ministry of Education	N/A	Government	Working on National Centre for AI.	2021-05-27		
Syria	Mujeeb	https://mujeeb.ai/	Industry	Building Arabic customer support chatbots.	2021-05-27		
Syria	Wasilni	https://wasilni.com/	Industry	Local ride-sharing application that utilises AI.	2021-05-27		
Syria	BeeOrder	http://www.beeorder.com/	Industry	Local food ordering application.	2021-05-27		
Syria	Votek	http://votek.me/	Industry	Educational toy utilising Arabic speech recognition.	2021-05-27		
Tunisia	Inkyfada	https://inkyfada.com/fr/	Civil society	Independent media outlet based in Tunis.	2021-05-27		
Tunisia	Nawaat	https://nawaat.org/portail/	Civil society	Independent collective blog blocked in Tunisia until 2011.	2021-05-27		
Tunisia	Tunisian Association for AI	http://www.atia.rnu.tn/	Civil society	Non-profit organisation which aims to facilitate discussions and projects around the impact of AI in society	2021-05-27		
Tunisia	AI School	https://aiengineerschool.tn/	Education and research	Certification centre for AI	2021-05-27		
Tunisia	University of Paris-Dauphine in Tunis	https://tunis.dauphine.fr/fr/formation-initiale/5-masters/master-big-data-intelligence-artificielle-science-des-donnees/big-data.html	Education and research	Offers a two-year Master’s degree in Big Data	2021-05-27		
Tunisia	Universite Centrale	https://www.universitecentrale.net/centralTech/fr/filiere/145/ingenierie-en-intelligence-artificielle	Education and research	Offers two-year Master’s in AI Engineering	2021-05-27		
Tunisia	Polytech International	http://pi.tn/course/big-data-business-intelligence/#1556616930762-9156aa0b-e6ff	Education and research	Offers Bachelor’s in Big Data Engineering and Business Intelligence	2021-05-27		
Tunisia	National School of Computer Sciences (part of University of Tunis)	http://www.ensi.rnu.tn/fr/page.php?id_ssmenu=42	Education and research	Offers specialties in AI	2021-05-27		
Tunisia	Higher National Engineering School of Tunis (member of University of Tunis)	https://www.ensit.tn/2019/10/01/mastere-professionnel-en-ingenierie-avancee-des-systemes-robotises-et-intelligence-artificielle-iasria/	Education and research	Offers a Master’s in Advanced Engineering of Robotized Systems and Artificial Intelligence	2021-05-27		
Tunisia	National Institute of Applied Sciences Tunisia (part of Carthage University)	http://www.ucar.rnu.tn/En/national-institute-of-applied-sciences-and-technology_11_728	Education and research	Conducts research on applied AI	2021-05-27		
Tunisia	GoMyCode	https://www.gomycode.tn/	Funding	A developer community focuses on technical training and capacity building in the Middle East.& Africa.	2021-05-27		
Tunisia	WIKI START UP	http://www.capsa-capital.com/	Funding	A private startup incubator in Tunisia, targeting promising tech businesses.	2021-05-27		
Tunisia	UGFS	https://www.ugfsnorthafrica.com.tn/	Funding	An asset management company in Tunisia that invests in companies that makes positive contribution to the Tunisian economy	2021-05-27		
Tunisia	Capsa Capital	http://www.capsa-capital.com/	Funding	An asset management company that invests in innovative new businesses.	2021-05-27		
Tunisia	Gestion	http://www.cdcgestion.tn/cdcgestion#valeur-mission-tag	Funding	A mutual fund that invests in Tunisian Startups and SMEs	2021-05-27		
Tunisia	National Agency for Scientific Research Promotion	http://www.anpr.tn/national-ai-strategy-unlocking-tunisias-capabilities-potential/	Government	A government entity that organized a workshop to come up with an action plan for a national AI strategy for Tunisia.	2021-05-27		
Tunisia	Barac	https://barac.io/	Industry	A company that helps organizations detect fraud and cyber-attacks through encrypted data using AI.	2021-05-27		
Tunisia	Seabex	https://seabex.com/	Industry	An e-monitoring and smart automation system that helps farmers find the right balance of water consumption needed to get the better quality and quantity production	2021-05-27		
Tunisia	Digi Smart Solutions	http://dig2s.com/	Industry	An IoT smart water management solution, powered by artificial intelligence.	2021-05-27		
Tunisia	WebRadar.me	https://www.linkedin.com/company/webradar.me/about/	Industry	A solution covering market research and digital marketing intelligence services for marketers and decision makers.	2021-05-27		
Tunisia	InstaDeep	https://www.instadeep.com/	Industry	Analytics-based solutions that allow enterprises to have data insights, realize potential value, and increase efficiency using artificial intelligence.	2021-05-27		
Tunisia	Wattnow	https://wattnow.io/#features	Industry	An energy-tracking system that enables companies to acquire actionable insights on electricity usage trends, identify waste sources, and maintain optimal energy use.	2021-05-27		
Tunisia	Fabskill	https://web.facebook.com/pg/FabSkill/about/?ref=page_internal	Industry	A web platform offering an innovative recruitment process based on artificial intelligence, video interviews and collaborative rating of candidates.	2021-05-27		
Tunisia	Deepera	https://deepera.ai/	Industry	A smart AI-based solution that provides services and insights for financial organizations.	2021-05-27		
Tunisia	Expensya	https://www.expensya.com/en	Industry	An expense management software that streamlines how to manage professional expense reports.	2021-05-27		
Tunisia	Datavora	https://datavora.com/	Industry	A solution that analyzes the market supply after fetching fresh data from hundreds of websites and marketplaces to allow better decision making for e-commerce businesses.	2021-05-27		
Tunisia	Madar consulting	http://www.madarconsulting.com/	Industry	Providing consultation for acquiring big data solutions, reducing the cost and complexity through an innovative, highly adaptable, automated platform.	2021-05-27		
Tunisia	Enova ROBOTICS	https://www.enovarobotics.eu/	Industry	A company specialized in robot design and manufacturing with use cases in industry, education and security.	2021-05-27		
UAE	Inception Institute of AI	http://www.inceptioniai.org	Education and research	A research institute that aims at driving excellence and leadership of AI research in the UAE and the wider world to promote economic growth, foster innovation and improve healthcare and people’s lives.	2021-05-27		
UAE	Mohamed bin Zayed University of AI	https://mbzuai.ac.ae	Education and research	A special university that strives to establish and evolve interdisciplinary, collaborative research and development capability in AI, while educating students to be innovators and leaders with the knowledge to grow technology and enterprise in the UAE and globally.	2021-05-27		
UAE	Heriot Watt university	https://www.hw.ac.uk/dubai/study/postgraduate/artificial-intelligence.htm#	Education and research	Offering a MSc in AI, HWU hopes to give students the understanding and skills to develop intelligent software applications, such as those involving evolutionary computation and learning.	2021-05-27		
UAE	United Arab Emirates University	https://uaeu.ac.ae/en/catalog/undergraduate/programs/program_22118.shtml	Education and research	Within its minor of AI, UAEU’s students will learn how to improve the UAE government agencies and industry performance with these exponentially improving new technologies.	2021-05-27		
UAE	American University of Sharjah	https://www.aus.edu/media/news/american-university-of-sharjah-launches-certificate-in-artificial-intelligence-for-smart	Education and research	Offering a certificate of AI for smart cities, AUS serves mid- to high-level executives from across the Middle East tasked with developing Smart City solutions, equipping them with the needed knowledge and skills.	2021-05-27		
UAE	AIISI/Khalifa University	https://www.ku.ac.ae/about/artificial-intelligence-and-intelligent-systems-institute/	Education and research	A multidisciplinary research unit in Khalifa University, focused primarily on robotics, artificial intelligence, data science, next-gen networks, semiconductor technologies and cybersecurity	2021-05-27		
UAE	Machine Learning & Arabic Language Processing Research Group/Sharjah University	https://www.sharjah.ac.ae/en/Research/RISE/MLALP/Pages/default.aspx	Education and research	A research group that engages in interdisciplinary collaborative research projects with external entities that share the same concerns about Arabic computing.	2021-05-27		
UAE	Turn8	https://turn8.co	Funding	A growth accelerator offers several rounds per year focused on startups with minimum viable product innovations (MVPs) and immediate product-to-market fit in the MENA region.	2021-05-27		
UAE	Khalifa Fund	https://www.khalifafund.ae/	Funding	The fund provides capacity building and funding in Abu Dhabi and other UAE regions, for UAE nationals.	2021-05-27		
UAE	BECO Capital	https://becocapital.com/	Funding	An early stage venture capital firm in the UAE	2021-05-27		
UAE	AI Venture Labs	http://aiventurelabs.com	Funding	An accelerator with a special focus on AI and cloud based startups to transform industries vertical-by-vertical.	2021-05-27		
UAE	Dubai Angel Investors	https://www.dubaiangelinvestors.me/	Funding	A micro-VC incorporated as an investment company and made up of like-minded individuals, interested in seed and Series A rounds of early-stage and growth technology companies.	2021-05-27		
UAE	Dtec Ventures	https://dtec.ae/ventures/	Funding	A VC firm that invests in early-stage technology companies in the MENA region with a nucleus to Dubai.	2021-05-27		
UAE	GINCO Investments VC	https://www.ginco.investments/portfolio	Funding	A direct investment fund, focusing on Seed through Series B investments in software technology companies.	2021-05-27		
UAE	GlowFish Capital	https://www.glowfishcapital.com	Funding	A fund that invests in seed and growth stages of disrupting startups.	2021-05-27		
UAE	Vuja De Capital	https://www.vujadecapital.com/	Funding	A venture capital firm that seeks to invest in companies operating in the cryptocurrency, artificial intelligence, blockchain and online sectors.	2021-05-27		
UAE	Falcon Network	https://falconnetwork.org/	Funding	A global network of angels that partners with incubators to select and invest in startups.	2021-05-27		
UAE	Smart Dubai	https://www.smartdubai.ae/	Government	A government office whose goal is to spearhead Dubai's smart transformation and make Dubai the happiest city in the world.	2021-05-27		
UAE	The Ministry of Artificial Intelligence	https://ai.gov.ae/	Government	The ministry responsible for enhancing the government performance by investing the latest technologies and tools of artificial intelligence and applying them in various sectors.	2021-05-27		
UAE	The List	https://gothelist.com/	Industry	Luxury fashion e-commerce product that connects people to the right products via artificial intelligence.	2021-05-27		
UAE	Wrappup (Acquired)	https://www.menabytes.com/voicera-wrappup/	Industry	A meeting-based productivity app with intelligent voice recording that helps inside sales managers make better decisions.	2021-05-27		
UAE	Searchie	https://searchie.me/	Industry	A talent acquisition platform that provides employers with suitable employee candidates using artificial intelligence & manual screening.	2021-05-27		
UAE	Fero.Ai	https://fero.ai/	Industry	A platform that aims to automate,unify, and facilitate freight transactions globally.	2021-05-27		
UAE	AlgoDriven	https://www.algodriven.xyz/	Industry	AlgoDriven helps dealers and finance/insurance companies to accurately identify and price used cars using AI.	2021-05-27		
UAE	Accubits	https://accubits.com/	Industry	A full-service software provider offering product development and digital transformation services to governments, tech startups,and other businesses, with specialization in AI solutions.	2021-05-27		
UAE	Derq	http://en.derq.com/	Industry	A predictive platform that helps to eliminate crashes, save lives, and create safer and smarter roads using AI.	2021-05-27		
UAE	CrowdAnalyzer	https://www.crowdanalyzer.com/	Industry	A set of tools for brands, SMEs, and individuals to search, monitor, analyze, and monitor social media powered by AI (NLP).	2021-05-27		
UAE	IQ Data	https://www.iqdata.ai/	Industry	A data management platform that provides a comprehensive understanding of relationships between people and places using AI.	2021-05-27		
UAE	Seez	https://seez.co/	Industry	A mobile app that offers an AI-powered search engine for online car listings for car shoppers.	2021-05-27		
UAE	Votek	http://votek.me/	Industry	Votek is a software company specialized in developing high-tech solutions based on automatic Arabic speech recognition.	2021-05-27		
UAE	JetClass	https://www.jetclass.com/en/	Industry	A platform enabling passengers to book seats on private jets for prices competing with business class tickets, leveraging AI for recommendations.	2021-05-27		
UAE	Training Calendar	https://www.trainingcalendar.com/	Industry	A platform for skill development and career progression powered by artificial intelligence.	2021-05-27		
UAE	Group 42	https://g42.ai/	Industry	A company providing development and deployment holistic and scalable AI solutions.	2021-05-27		
UAE	BulkWhiz	https://beta.bulkwhiz.com/	Industry	An online bulk grocery shopping in UAE, powered by AI for recommendations.	2021-05-27		
UAE	Up Your Game	https://up-ai.com/	Industry	A realtime employee performance assessment solution based on sentiment analysis.	2021-05-27		
UAE	Modistabox	https://www.new.modistabox.com/	Industry	A fashion social e-commerce platform offering a personal styling service to customers, using AI for recommendations.	2021-05-27		
UAE	AI Trader	http://www.aitrader.ai/	Industry	An AI-powered app capable of reviewing and making trading decisions autonomously based on real-time market information.	2021-05-27		
UAE	Prognica Labs	http://www.prognica.com/	Industry	A smart screening solution for early detection of breast cancer using artificial intelligence and machine learning.	2021-05-27		
UAE	Virtual i Technologies	https://www.virtualitechnologies.com/	Industry	A risk engineering and data analytics firm that help the insurance companies to assess risks using AI.	2021-05-27		
UAE	Zettaflow	https://zettaflow.tech/	Industry	A comprehensive Data Analytics Environment to give useful insights.	2021-05-27		
UAE	Safe Driving Network	http://safedrivingnetwork.com/	Industry	Safe Driving Network detects the driver's behavior in real-time to prevent collisions, evaluate and coach the drivers.	2021-05-27		
UAE	OneFactor	https://onefactor.com/	Industry	An AI Service Delivery Platform that helps data owners to launch AI-based services as a new revenue stream.	2021-05-27		
UAE	REIDIN.com	https://www.reidin.com/	Industry	A platform that provides insights about real estate in developing economies.	2021-05-27		
UAE	Play.ht	https://play.ht/	Industry	An AI-based tool to create a realistic voice-over audio using plain text.	2021-05-27		
UAE	Lableb	https://lableb.com/	Industry	An AI-based search engine that deals with the nature of Arabic content online to produce helpful results for users.	2021-05-27		
UAE	Pacific Controls	https://pacificcontrols.net/	Industry	A development company that helps entities to help fully leverage smart connected devices, machines, employing AI for best results.	2021-05-27		
UAE	WhizKey	https://whizkey.ae/	Industry	An AI development company that builds on-premise and highly customized AI-based products with data privacy at the core.	2021-05-27		
UAE	Distichain	http://distichain.com/	Industry	A global inventory trade platform on credit without the need for trust by third parties, using Blockchain and AI.	2021-05-27		
UAE	Audace Labs	http://audacelabs.com/	Industry	A product that offers effective AI solutions to help our client’s business be agile & smart.	2021-05-27		
UAE	Saal	https://saal.ai/	Industry	A company that provides businesses with solutions for challenging real-life problems, leveraging the power of AI.	2021-05-27		
UAE	Stalion.ai	https://stallion.ai	Industry	A group of AI and business experts that work to revolutionize the future of enterprises in public and private sectors with AI and machine learning technologies.	2021-05-27		
